No,Variable Name,Final Value,Reduced Cost,Objective Coeficient,Lower Range,Upper Range,month
204,_20M06Product_76TestingTester_04,0.0,1.90000,1.90000,0.0,+Inf,20M06
205,_20M06Product_76TestingTester_09,0.0,1.90000,1.90000,0.0,+Inf,20M06
206,_20M06Product_76TestingTester_Subcon,0.0,3.80000,3.80000,0.0,+Inf,20M06
207,_20M06Product_77ClinchingClincher_02,0.0,2.20000,2.20000,0.0,+Inf,20M06
208,_20M06Product_77ClinchingClincher_Subcon,0.0,4.40000,4.40000,0.0,+Inf,20M06
209,_20M06Product_77PressingHydraulicPress_01,0.0,1.80000,1.80000,0.0,+Inf,20M06
210,_20M06Product_77PressingHydraulicPress_Subcon,0.0,3.60000,3.60000,0.0,+Inf,20M06
211,_20M06Product_79ClinchingClincher_02,0.0,2.20000,2.20000,0.0,+Inf,20M06
212,_20M06Product_79ClinchingClincher_Subcon,0.0,4.40000,4.40000,0.0,+Inf,20M06
213,_20M06Product_79PressingHydraulicPress_01,0.0,1.80000,1.80000,0.0,+Inf,20M06
214,_20M06Product_79PressingHydraulicPress_Subcon,0.0,3.60000,3.60000,0.0,+Inf,20M06
215,_20M06Product_85ClinchingClincher_02,0.0,2.20000,2.20000,0.0,+Inf,20M06
216,_20M06Product_85ClinchingClincher_Subcon,0.0,4.40000,4.40000,0.0,+Inf,20M06
217,_20M06Product_85HeatStakingHeatStake_05,0.0,3.10000,3.10000,0.0,+Inf,20M06
218,_20M06Product_85HeatStakingHeatStake_Subcon,0.0,6.20000,6.20000,0.0,+Inf,20M06
219,_20M06Product_85PressingHydraulicPress_01,0.0,1.10000,1.10000,0.0,+Inf,20M06
220,_20M06Product_85PressingHydraulicPress_Subcon,0.0,2.20000,2.20000,0.0,+Inf,20M06
221,_20M06Product_85TestingTester_05,0.0,2.70000,2.70000,0.0,+Inf,20M06
222,_20M06Product_85TestingTester_Subcon,0.0,5.40000,5.40000,0.0,+Inf,20M06
223,_20M06Product_86ClinchingClincher_02,0.0,2.20000,2.20000,0.0,+Inf,20M06
224,_20M06Product_86ClinchingClincher_Subcon,0.0,4.40000,4.40000,0.0,+Inf,20M06
225,_20M06Product_86HeatStakingHeatStake_05,0.0,3.10000,3.10000,0.0,+Inf,20M06
226,_20M06Product_86HeatStakingHeatStake_Subcon,0.0,6.20000,6.20000,0.0,+Inf,20M06
227,_20M06Product_86PressingHydraulicPress_01,0.0,1.10000,1.10000,0.0,+Inf,20M06
228,_20M06Product_86PressingHydraulicPress_Subcon,0.0,2.20000,2.20000,0.0,+Inf,20M06
229,_20M06Product_86TestingTester_05,0.0,2.70000,2.70000,0.0,+Inf,20M06
230,_20M06Product_86TestingTester_Subcon,0.0,5.40000,5.40000,0.0,+Inf,20M06
1,_20M07Product_14ClinchingClincher_02,231.00000,0.0,1.80000,-Inf,3.60000,20M07
2,_20M07Product_14ClinchingClincher_Subcon,0.0,1.80000,3.60000,1.80000,+Inf,20M07
3,_20M07Product_14PressingHydraulicPress_01,231.00000,0.0,.30000,-Inf,.60000,20M07
4,_20M07Product_14PressingHydraulicPress_Subcon,0.0,.30000,.60000,.30000,+Inf,20M07
5,_20M07Product_17ClinchingClincher_02,0.0,2.30000,2.30000,0.0,+Inf,20M07
6,_20M07Product_17ClinchingClincher_Subcon,0.0,4.60000,4.60000,0.0,+Inf,20M07
7,_20M07Product_17HeatStakingHeatStake_07,0.0,6.50000,6.50000,0.0,+Inf,20M07
8,_20M07Product_17HeatStakingHeatStake_08,0.0,5.80000,5.80000,0.0,+Inf,20M07
9,_20M07Product_17HeatStakingHeatStake_10,0.0,6.80000,6.80000,0.0,+Inf,20M07
10,_20M07Product_17HeatStakingHeatStake_Subcon,0.0,11.60000,11.60000,0.0,+Inf,20M07
11,_20M07Product_17PressingHydraulicPress_01,0.0,1.00000,1.00000,0.0,+Inf,20M07
12,_20M07Product_17PressingHydraulicPress_Subcon,0.0,2.00000,2.00000,0.0,+Inf,20M07
13,_20M07Product_17TestingTester_07,0.0,3.00000,3.00000,0.0,+Inf,20M07
14,_20M07Product_17TestingTester_08,0.0,2.00000,2.00000,0.0,+Inf,20M07
15,_20M07Product_17TestingTester_10,0.0,1.10000,1.10000,0.0,+Inf,20M07
16,_20M07Product_17TestingTester_Subcon,0.0,2.20000,2.20000,0.0,+Inf,20M07
17,_20M07Product_22ClinchingClincher_02,0.0,2.70000,2.70000,0.0,+Inf,20M07
18,_20M07Product_22ClinchingClincher_Subcon,0.0,5.40000,5.40000,0.0,+Inf,20M07
19,_20M07Product_22HeatStakingHeatStake_06,0.0,4.50000,4.50000,0.0,+Inf,20M07
20,_20M07Product_22HeatStakingHeatStake_Subcon,0.0,9.00000,9.00000,0.0,+Inf,20M07
21,_20M07Product_22PressingHydraulicPress_01,0.0,1.50000,1.50000,0.0,+Inf,20M07
22,_20M07Product_22PressingHydraulicPress_Subcon,0.0,3.00000,3.00000,0.0,+Inf,20M07
23,_20M07Product_22TestingTester_06,0.0,3.00000,3.00000,0.0,+Inf,20M07
24,_20M07Product_22TestingTester_Subcon,0.0,6.00000,6.00000,0.0,+Inf,20M07
25,_20M07Product_25ClinchingClincher_02,7101.00000,0.0,2.40000,-Inf,4.80000,20M07
26,_20M07Product_25ClinchingClincher_Subcon,0.0,2.40000,4.80000,2.40000,+Inf,20M07
27,_20M07Product_25PressingHydraulicPress_01,7101.00000,0.0,.60000,-Inf,1.20000,20M07
28,_20M07Product_25PressingHydraulicPress_Subcon,0.0,.60000,1.20000,.60000,+Inf,20M07
29,_20M07Product_26ClinchingClincher_02,1677.00000,0.0,2.70000,-Inf,5.40000,20M07
30,_20M07Product_26ClinchingClincher_Subcon,0.0,2.70000,5.40000,2.70000,+Inf,20M07
31,_20M07Product_26PressingHydraulicPress_01,1677.00000,0.0,1.50000,-Inf,3.00000,20M07
32,_20M07Product_26PressingHydraulicPress_Subcon,0.0,1.50000,3.00000,1.50000,+Inf,20M07
33,_20M07Product_27ClinchingClincher_02,0.0,2.70000,2.70000,0.0,+Inf,20M07
34,_20M07Product_27ClinchingClincher_Subcon,0.0,5.40000,5.40000,0.0,+Inf,20M07
35,_20M07Product_27PressingHydraulicPress_01,0.0,1.50000,1.50000,0.0,+Inf,20M07
36,_20M07Product_27PressingHydraulicPress_Subcon,0.0,3.00000,3.00000,0.0,+Inf,20M07
37,_20M07Product_28ClinchingClincher_02,0.0,2.90000,2.90000,0.0,+Inf,20M07
38,_20M07Product_28ClinchingClincher_Subcon,0.0,5.80000,5.80000,0.0,+Inf,20M07
39,_20M07Product_28HeatStakingHeatStake_05,0.0,3.60000,3.60000,0.0,+Inf,20M07
40,_20M07Product_28HeatStakingHeatStake_Subcon,0.0,7.20000,7.20000,0.0,+Inf,20M07
41,_20M07Product_28PressingHydraulicPress_01,0.0,1.20000,1.20000,0.0,+Inf,20M07
42,_20M07Product_28PressingHydraulicPress_Subcon,0.0,2.40000,2.40000,0.0,+Inf,20M07
43,_20M07Product_28TestingTester_05,0.0,1.20000,1.20000,0.0,+Inf,20M07
44,_20M07Product_28TestingTester_Subcon,0.0,2.40000,2.40000,0.0,+Inf,20M07
45,_20M07Product_29ClinchingClincher_02,0.0,2.90000,2.90000,0.0,+Inf,20M07
46,_20M07Product_29ClinchingClincher_Subcon,0.0,5.80000,5.80000,0.0,+Inf,20M07
47,_20M07Product_29HeatStakingHeatStake_05,0.0,3.60000,3.60000,0.0,+Inf,20M07
48,_20M07Product_29HeatStakingHeatStake_Subcon,0.0,7.20000,7.20000,0.0,+Inf,20M07
49,_20M07Product_29PressingHydraulicPress_01,0.0,1.20000,1.20000,0.0,+Inf,20M07
50,_20M07Product_29PressingHydraulicPress_Subcon,0.0,2.40000,2.40000,0.0,+Inf,20M07
51,_20M07Product_29TestingTester_05,0.0,2.60000,2.60000,0.0,+Inf,20M07
52,_20M07Product_29TestingTester_Subcon,0.0,5.20000,5.20000,0.0,+Inf,20M07
53,_20M07Product_37ClinchingClincher_02,36250.00000,0.0,1.50000,-Inf,3.00000,20M07
54,_20M07Product_37ClinchingClincher_Subcon,0.0,1.50000,3.00000,1.50000,+Inf,20M07
55,_20M07Product_37HeatStakingHeatStake_04,36250.00000,0.0,5.40000,-Inf,5.40000,20M07
56,_20M07Product_37HeatStakingHeatStake_06,0.0,0.0,5.40000,5.40000,+Inf,20M07
57,_20M07Product_37HeatStakingHeatStake_Subcon,0.0,5.40000,10.80000,5.40000,+Inf,20M07
58,_20M07Product_37PressingHydraulicPress_01,36250.00000,0.0,.30000,-Inf,.60000,20M07
59,_20M07Product_37PressingHydraulicPress_Subcon,0.0,.30000,.60000,.30000,+Inf,20M07
60,_20M07Product_37TestingTester_04,36250.00000,0.0,2.30000,-Inf,2.30000,20M07
61,_20M07Product_37TestingTester_06,0.0,0.0,2.30000,2.30000,+Inf,20M07
62,_20M07Product_37TestingTester_Subcon,0.0,2.30000,4.60000,2.30000,+Inf,20M07
63,_20M07Product_41ClinchingClincher_02,0.0,1.50000,1.50000,0.0,+Inf,20M07
64,_20M07Product_41ClinchingClincher_Subcon,0.0,3.00000,3.00000,0.0,+Inf,20M07
65,_20M07Product_41HeatStakingHeatStake_04,0.0,4.60000,4.60000,0.0,+Inf,20M07
66,_20M07Product_41HeatStakingHeatStake_Subcon,0.0,9.20000,9.20000,0.0,+Inf,20M07
67,_20M07Product_41PressingHydraulicPress_01,0.0,.50000,.50000,0.0,+Inf,20M07
68,_20M07Product_41PressingHydraulicPress_Subcon,0.0,1.00000,1.00000,0.0,+Inf,20M07
69,_20M07Product_41TestingTester_04,0.0,2.30000,2.30000,0.0,+Inf,20M07
70,_20M07Product_41TestingTester_Subcon,0.0,4.60000,4.60000,0.0,+Inf,20M07
71,_20M07Product_46ClinchingClincher_02,0.0,2.30000,2.30000,0.0,+Inf,20M07
72,_20M07Product_46ClinchingClincher_Subcon,0.0,4.60000,4.60000,0.0,+Inf,20M07
73,_20M07Product_46PressingHydraulicPress_01,0.0,1.80000,1.80000,0.0,+Inf,20M07
74,_20M07Product_46PressingHydraulicPress_Subcon,0.0,3.60000,3.60000,0.0,+Inf,20M07
75,_20M07Product_47ClinchingClincher_02,0.0,2.20000,2.20000,0.0,+Inf,20M07
76,_20M07Product_47ClinchingClincher_Subcon,0.0,4.40000,4.40000,0.0,+Inf,20M07
77,_20M07Product_47PressingHydraulicPress_01,0.0,1.90000,1.90000,0.0,+Inf,20M07
78,_20M07Product_47PressingHydraulicPress_Subcon,0.0,3.80000,3.80000,0.0,+Inf,20M07
79,_20M07Product_48ClinchingClincher_02,0.0,2.20000,2.20000,0.0,+Inf,20M07
80,_20M07Product_48ClinchingClincher_Subcon,0.0,4.40000,4.40000,0.0,+Inf,20M07
81,_20M07Product_48PressingHydraulicPress_01,0.0,1.90000,1.90000,0.0,+Inf,20M07
82,_20M07Product_48PressingHydraulicPress_Subcon,0.0,3.80000,3.80000,0.0,+Inf,20M07
83,_20M07Product_57ClinchingClincher_01,9312.00000,0.0,1.40000,-Inf,2.80000,20M07
84,_20M07Product_57ClinchingClincher_Subcon,0.0,1.40000,2.80000,1.40000,+Inf,20M07
85,_20M07Product_57HeatStakingHeatStake_06,0.0,.20000,7.50000,7.30000,+Inf,20M07
86,_20M07Product_57HeatStakingHeatStake_07,0.0,0.0,7.30000,7.30000,+Inf,20M07
87,_20M07Product_57HeatStakingHeatStake_08,9312.00000,0.0,7.30000,-Inf,7.30000,20M07
88,_20M07Product_57HeatStakingHeatStake_09,0.0,.60000,7.90000,7.30000,+Inf,20M07
89,_20M07Product_57HeatStakingHeatStake_Subcon,0.0,7.30000,14.60000,7.30000,+Inf,20M07
90,_20M07Product_57PressingHydraulicPress_01,9312.00000,0.0,.60000,-Inf,1.20000,20M07
91,_20M07Product_57PressingHydraulicPress_Subcon,0.0,.60000,1.20000,.60000,+Inf,20M07
92,_20M07Product_57TestingTester_06,9312.00000,0.0,2.50000,-Inf,2.70000,20M07
93,_20M07Product_57TestingTester_07,0.0,.20000,2.70000,2.50000,+Inf,20M07
94,_20M07Product_57TestingTester_08,0.0,.40000,2.90000,2.50000,+Inf,20M07
95,_20M07Product_57TestingTester_09,0.0,.50000,3.00000,2.50000,+Inf,20M07
96,_20M07Product_57TestingTester_Subcon,0.0,2.50000,5.00000,2.50000,+Inf,20M07
97,_20M07Product_58ClinchingClincher_01,9312.00000,0.0,1.40000,-Inf,2.80000,20M07
98,_20M07Product_58ClinchingClincher_Subcon,0.0,1.40000,2.80000,1.40000,+Inf,20M07
99,_20M07Product_58HeatStakingHeatStake_06,0.0,.20000,7.50000,7.30000,+Inf,20M07
100,_20M07Product_58HeatStakingHeatStake_07,0.0,0.0,7.30000,7.30000,+Inf,20M07
101,_20M07Product_58HeatStakingHeatStake_08,9312.00000,0.0,7.30000,-Inf,7.30000,20M07
102,_20M07Product_58HeatStakingHeatStake_09,0.0,.60000,7.90000,7.30000,+Inf,20M07
103,_20M07Product_58HeatStakingHeatStake_Subcon,0.0,7.30000,14.60000,7.30000,+Inf,20M07
104,_20M07Product_58PressingHydraulicPress_01,9312.00000,0.0,.60000,-Inf,1.20000,20M07
105,_20M07Product_58PressingHydraulicPress_Subcon,0.0,.60000,1.20000,.60000,+Inf,20M07
106,_20M07Product_58TestingTester_06,9312.00000,0.0,2.50000,-Inf,2.70000,20M07
107,_20M07Product_58TestingTester_07,0.0,.20000,2.70000,2.50000,+Inf,20M07
108,_20M07Product_58TestingTester_08,0.0,.40000,2.90000,2.50000,+Inf,20M07
109,_20M07Product_58TestingTester_09,0.0,.50000,3.00000,2.50000,+Inf,20M07
110,_20M07Product_58TestingTester_Subcon,0.0,2.50000,5.00000,2.50000,+Inf,20M07
111,_20M07Product_59ClinchingClincher_01,9312.00000,0.0,1.40000,-Inf,2.80000,20M07
112,_20M07Product_59ClinchingClincher_Subcon,0.0,1.40000,2.80000,1.40000,+Inf,20M07
113,_20M07Product_59HeatStakingHeatStake_07,9312.00000,0.0,5.70000,-Inf,6.00000,20M07
114,_20M07Product_59HeatStakingHeatStake_08,0.0,.30000,6.00000,5.70000,+Inf,20M07
115,_20M07Product_59HeatStakingHeatStake_Subcon,0.0,5.70000,11.40000,5.70000,+Inf,20M07
116,_20M07Product_59PressingHydraulicPress_01,9312.00000,0.0,1.00000,-Inf,2.00000,20M07
117,_20M07Product_59PressingHydraulicPress_Subcon,0.0,1.00000,2.00000,1.00000,+Inf,20M07
118,_20M07Product_59TestingTester_07,9312.00000,0.0,2.90000,-Inf,3.50000,20M07
119,_20M07Product_59TestingTester_08,0.0,.60000,3.50000,2.90000,+Inf,20M07
120,_20M07Product_59TestingTester_Subcon,0.0,2.90000,5.80000,2.90000,+Inf,20M07
121,_20M07Product_60ClinchingClincher_01,9312.00000,0.0,1.40000,-Inf,2.80000,20M07
122,_20M07Product_60ClinchingClincher_Subcon,0.0,1.40000,2.80000,1.40000,+Inf,20M07
123,_20M07Product_60HeatStakingHeatStake_07,9312.00000,0.0,5.70000,-Inf,6.00000,20M07
124,_20M07Product_60HeatStakingHeatStake_08,0.0,.30000,6.00000,5.70000,+Inf,20M07
125,_20M07Product_60HeatStakingHeatStake_Subcon,0.0,5.70000,11.40000,5.70000,+Inf,20M07
126,_20M07Product_60PressingHydraulicPress_01,9312.00000,0.0,1.00000,-Inf,2.00000,20M07
127,_20M07Product_60PressingHydraulicPress_Subcon,0.0,1.00000,2.00000,1.00000,+Inf,20M07
128,_20M07Product_60TestingTester_07,9312.00000,0.0,2.90000,-Inf,3.50000,20M07
129,_20M07Product_60TestingTester_08,0.0,.60000,3.50000,2.90000,+Inf,20M07
130,_20M07Product_60TestingTester_Subcon,0.0,2.90000,5.80000,2.90000,+Inf,20M07
131,_20M07Product_66ClinchingClincher_02,180.00000,0.0,1.20000,-Inf,2.40000,20M07
132,_20M07Product_66ClinchingClincher_Subcon,0.0,1.20000,2.40000,1.20000,+Inf,20M07
133,_20M07Product_66HeatStakingHeatStake_07,0.0,1.00000,8.00000,7.00000,+Inf,20M07
134,_20M07Product_66HeatStakingHeatStake_08,180.00000,0.0,7.00000,-Inf,8.00000,20M07
135,_20M07Product_66HeatStakingHeatStake_Subcon,0.0,7.00000,14.00000,7.00000,+Inf,20M07
136,_20M07Product_66PressingHydraulicPress_01,180.00000,0.0,.40000,-Inf,.80000,20M07
137,_20M07Product_66PressingHydraulicPress_Subcon,0.0,.40000,.80000,.40000,+Inf,20M07
138,_20M07Product_66TestingTester_07,180.00000,0.0,1.20000,-Inf,1.50000,20M07
139,_20M07Product_66TestingTester_08,0.0,.30000,1.50000,1.20000,+Inf,20M07
140,_20M07Product_66TestingTester_Subcon,0.0,1.20000,2.40000,1.20000,+Inf,20M07
141,_20M07Product_67ClinchingClincher_02,180.00000,0.0,1.20000,-Inf,2.40000,20M07
142,_20M07Product_67ClinchingClincher_Subcon,0.0,1.20000,2.40000,1.20000,+Inf,20M07
143,_20M07Product_67HeatStakingHeatStake_07,0.0,1.00000,8.00000,7.00000,+Inf,20M07
144,_20M07Product_67HeatStakingHeatStake_08,180.00000,0.0,7.00000,-Inf,8.00000,20M07
145,_20M07Product_67HeatStakingHeatStake_Subcon,0.0,7.00000,14.00000,7.00000,+Inf,20M07
146,_20M07Product_67PressingHydraulicPress_01,180.00000,0.0,.40000,-Inf,.80000,20M07
147,_20M07Product_67PressingHydraulicPress_Subcon,0.0,.40000,.80000,.40000,+Inf,20M07
148,_20M07Product_67TestingTester_07,180.00000,0.0,1.20000,-Inf,1.50000,20M07
149,_20M07Product_67TestingTester_08,0.0,.30000,1.50000,1.20000,+Inf,20M07
150,_20M07Product_67TestingTester_Subcon,0.0,1.20000,2.40000,1.20000,+Inf,20M07
151,_20M07Product_69ClinchingClincher_02,62140.00000,0.0,2.40000,-Inf,4.80000,20M07
152,_20M07Product_69ClinchingClincher_Subcon,0.0,2.40000,4.80000,2.40000,+Inf,20M07
153,_20M07Product_69HeatStakingHeatStake_06,62140.00000,0.0,5.10000,-Inf,10.20000,20M07
154,_20M07Product_69HeatStakingHeatStake_Subcon,0.0,5.10000,10.20000,5.10000,+Inf,20M07
155,_20M07Product_69PressingHydraulicPress_01,62140.00000,0.0,1.70000,-Inf,3.40000,20M07
156,_20M07Product_69PressingHydraulicPress_Subcon,0.0,1.70000,3.40000,1.70000,+Inf,20M07
157,_20M07Product_69TestingTester_06,62140.00000,0.0,1.80000,-Inf,3.60000,20M07
158,_20M07Product_69TestingTester_Subcon,0.0,1.80000,3.60000,1.80000,+Inf,20M07
159,_20M07Product_70ClinchingClincher_02,17263.00000,0.0,1.80000,-Inf,3.60000,20M07
160,_20M07Product_70ClinchingClincher_Subcon,0.0,1.80000,3.60000,1.80000,+Inf,20M07
161,_20M07Product_70HeatStakingHeatStake_06,17263.00000,0.0,3.40000,-Inf,6.80000,20M07
162,_20M07Product_70HeatStakingHeatStake_Subcon,0.0,3.40000,6.80000,3.40000,+Inf,20M07
163,_20M07Product_70PressingHydraulicPress_01,17263.00000,0.0,2.00000,-Inf,4.00000,20M07
164,_20M07Product_70PressingHydraulicPress_Subcon,0.0,2.00000,4.00000,2.00000,+Inf,20M07
165,_20M07Product_70TestingTester_06,17263.00000,0.0,1.10000,-Inf,2.20000,20M07
166,_20M07Product_70TestingTester_Subcon,0.0,1.10000,2.20000,1.10000,+Inf,20M07
167,_20M07Product_73ClinchingClincher_01,0.0,2.40000,2.40000,0.0,+Inf,20M07
168,_20M07Product_73ClinchingClincher_Subcon,0.0,4.80000,4.80000,0.0,+Inf,20M07
169,_20M07Product_73HeatStakingHeatStake_04,0.0,5.00000,5.00000,0.0,+Inf,20M07
170,_20M07Product_73HeatStakingHeatStake_09,0.0,6.60000,6.60000,0.0,+Inf,20M07
171,_20M07Product_73HeatStakingHeatStake_Subcon,0.0,10.00000,10.00000,0.0,+Inf,20M07
172,_20M07Product_73PressingHydraulicPress_01,0.0,1.30000,1.30000,0.0,+Inf,20M07
173,_20M07Product_73PressingHydraulicPress_Subcon,0.0,2.60000,2.60000,0.0,+Inf,20M07
174,_20M07Product_73TestingTester_04,0.0,2.60000,2.60000,0.0,+Inf,20M07
175,_20M07Product_73TestingTester_09,0.0,2.60000,2.60000,0.0,+Inf,20M07
176,_20M07Product_73TestingTester_Subcon,0.0,5.20000,5.20000,0.0,+Inf,20M07
177,_20M07Product_74ClinchingClincher_01,0.0,2.40000,2.40000,0.0,+Inf,20M07
178,_20M07Product_74ClinchingClincher_Subcon,0.0,4.80000,4.80000,0.0,+Inf,20M07
179,_20M07Product_74HeatStakingHeatStake_04,0.0,5.00000,5.00000,0.0,+Inf,20M07
180,_20M07Product_74HeatStakingHeatStake_09,0.0,6.60000,6.60000,0.0,+Inf,20M07
181,_20M07Product_74HeatStakingHeatStake_Subcon,0.0,10.00000,10.00000,0.0,+Inf,20M07
182,_20M07Product_74PressingHydraulicPress_01,0.0,1.30000,1.30000,0.0,+Inf,20M07
183,_20M07Product_74PressingHydraulicPress_Subcon,0.0,2.60000,2.60000,0.0,+Inf,20M07
184,_20M07Product_74TestingTester_04,0.0,2.60000,2.60000,0.0,+Inf,20M07
185,_20M07Product_74TestingTester_09,0.0,2.60000,2.60000,0.0,+Inf,20M07
186,_20M07Product_74TestingTester_Subcon,0.0,5.20000,5.20000,0.0,+Inf,20M07
187,_20M07Product_75ClinchingClincher_01,0.0,2.40000,2.40000,0.0,+Inf,20M07
188,_20M07Product_75ClinchingClincher_Subcon,0.0,4.80000,4.80000,0.0,+Inf,20M07
189,_20M07Product_75HeatStakingHeatStake_04,0.0,5.00000,5.00000,0.0,+Inf,20M07
190,_20M07Product_75HeatStakingHeatStake_09,0.0,3.20000,3.20000,0.0,+Inf,20M07
191,_20M07Product_75HeatStakingHeatStake_Subcon,0.0,6.40000,6.40000,0.0,+Inf,20M07
192,_20M07Product_75PressingHydraulicPress_01,0.0,1.60000,1.60000,0.0,+Inf,20M07
193,_20M07Product_75PressingHydraulicPress_Subcon,0.0,3.20000,3.20000,0.0,+Inf,20M07
194,_20M07Product_75TestingTester_04,0.0,1.90000,1.90000,0.0,+Inf,20M07
195,_20M07Product_75TestingTester_09,0.0,1.90000,1.90000,0.0,+Inf,20M07
196,_20M07Product_75TestingTester_Subcon,0.0,3.80000,3.80000,0.0,+Inf,20M07
197,_20M07Product_76ClinchingClincher_01,0.0,2.40000,2.40000,0.0,+Inf,20M07
198,_20M07Product_76ClinchingClincher_Subcon,0.0,4.80000,4.80000,0.0,+Inf,20M07
199,_20M07Product_76HeatStakingHeatStake_04,0.0,5.00000,5.00000,0.0,+Inf,20M07
200,_20M07Product_76HeatStakingHeatStake_09,0.0,3.20000,3.20000,0.0,+Inf,20M07
201,_20M07Product_76HeatStakingHeatStake_Subcon,0.0,6.40000,6.40000,0.0,+Inf,20M07
202,_20M07Product_76PressingHydraulicPress_01,0.0,1.60000,1.60000,0.0,+Inf,20M07
203,_20M07Product_76PressingHydraulicPress_Subcon,0.0,3.20000,3.20000,0.0,+Inf,20M07
204,_20M07Product_76TestingTester_04,0.0,1.90000,1.90000,0.0,+Inf,20M07
205,_20M07Product_76TestingTester_09,0.0,1.90000,1.90000,0.0,+Inf,20M07
206,_20M07Product_76TestingTester_Subcon,0.0,3.80000,3.80000,0.0,+Inf,20M07
207,_20M07Product_77ClinchingClincher_02,0.0,2.20000,2.20000,0.0,+Inf,20M07
208,_20M07Product_77ClinchingClincher_Subcon,0.0,4.40000,4.40000,0.0,+Inf,20M07
209,_20M07Product_77PressingHydraulicPress_01,0.0,1.80000,1.80000,0.0,+Inf,20M07
210,_20M07Product_77PressingHydraulicPress_Subcon,0.0,3.60000,3.60000,0.0,+Inf,20M07
211,_20M07Product_79ClinchingClincher_02,0.0,2.20000,2.20000,0.0,+Inf,20M07
212,_20M07Product_79ClinchingClincher_Subcon,0.0,4.40000,4.40000,0.0,+Inf,20M07
213,_20M07Product_79PressingHydraulicPress_01,0.0,1.80000,1.80000,0.0,+Inf,20M07
214,_20M07Product_79PressingHydraulicPress_Subcon,0.0,3.60000,3.60000,0.0,+Inf,20M07
215,_20M07Product_85ClinchingClincher_02,0.0,2.20000,2.20000,0.0,+Inf,20M07
216,_20M07Product_85ClinchingClincher_Subcon,0.0,4.40000,4.40000,0.0,+Inf,20M07
217,_20M07Product_85HeatStakingHeatStake_05,0.0,3.10000,3.10000,0.0,+Inf,20M07
218,_20M07Product_85HeatStakingHeatStake_Subcon,0.0,6.20000,6.20000,0.0,+Inf,20M07
219,_20M07Product_85PressingHydraulicPress_01,0.0,1.10000,1.10000,0.0,+Inf,20M07
220,_20M07Product_85PressingHydraulicPress_Subcon,0.0,2.20000,2.20000,0.0,+Inf,20M07
221,_20M07Product_85TestingTester_05,0.0,2.70000,2.70000,0.0,+Inf,20M07
222,_20M07Product_85TestingTester_Subcon,0.0,5.40000,5.40000,0.0,+Inf,20M07
223,_20M07Product_86ClinchingClincher_02,0.0,2.20000,2.20000,0.0,+Inf,20M07
224,_20M07Product_86ClinchingClincher_Subcon,0.0,4.40000,4.40000,0.0,+Inf,20M07
225,_20M07Product_86HeatStakingHeatStake_05,0.0,3.10000,3.10000,0.0,+Inf,20M07
226,_20M07Product_86HeatStakingHeatStake_Subcon,0.0,6.20000,6.20000,0.0,+Inf,20M07
227,_20M07Product_86PressingHydraulicPress_01,0.0,1.10000,1.10000,0.0,+Inf,20M07
228,_20M07Product_86PressingHydraulicPress_Subcon,0.0,2.20000,2.20000,0.0,+Inf,20M07
229,_20M07Product_86TestingTester_05,0.0,2.70000,2.70000,0.0,+Inf,20M07
230,_20M07Product_86TestingTester_Subcon,0.0,5.40000,5.40000,0.0,+Inf,20M07
1,_20M08Product_14ClinchingClincher_02,173.00000,0.0,1.80000,-Inf,3.60000,20M08
2,_20M08Product_14ClinchingClincher_Subcon,0.0,1.80000,3.60000,1.80000,+Inf,20M08
3,_20M08Product_14PressingHydraulicPress_01,173.00000,0.0,.30000,-Inf,.60000,20M08
4,_20M08Product_14PressingHydraulicPress_Subcon,0.0,.30000,.60000,.30000,+Inf,20M08
5,_20M08Product_17ClinchingClincher_02,0.0,2.30000,2.30000,0.0,+Inf,20M08
6,_20M08Product_17ClinchingClincher_Subcon,0.0,4.60000,4.60000,0.0,+Inf,20M08
7,_20M08Product_17HeatStakingHeatStake_07,0.0,6.50000,6.50000,0.0,+Inf,20M08
8,_20M08Product_17HeatStakingHeatStake_08,0.0,5.80000,5.80000,0.0,+Inf,20M08
9,_20M08Product_17HeatStakingHeatStake_10,0.0,6.80000,6.80000,0.0,+Inf,20M08
10,_20M08Product_17HeatStakingHeatStake_Subcon,0.0,11.60000,11.60000,0.0,+Inf,20M08
11,_20M08Product_17PressingHydraulicPress_01,0.0,1.00000,1.00000,0.0,+Inf,20M08
12,_20M08Product_17PressingHydraulicPress_Subcon,0.0,2.00000,2.00000,0.0,+Inf,20M08
13,_20M08Product_17TestingTester_07,0.0,3.00000,3.00000,0.0,+Inf,20M08
14,_20M08Product_17TestingTester_08,0.0,2.00000,2.00000,0.0,+Inf,20M08
15,_20M08Product_17TestingTester_10,0.0,1.10000,1.10000,0.0,+Inf,20M08
16,_20M08Product_17TestingTester_Subcon,0.0,2.20000,2.20000,0.0,+Inf,20M08
17,_20M08Product_22ClinchingClincher_02,0.0,2.70000,2.70000,0.0,+Inf,20M08
18,_20M08Product_22ClinchingClincher_Subcon,0.0,5.40000,5.40000,0.0,+Inf,20M08
19,_20M08Product_22HeatStakingHeatStake_06,0.0,4.50000,4.50000,0.0,+Inf,20M08
20,_20M08Product_22HeatStakingHeatStake_Subcon,0.0,9.00000,9.00000,0.0,+Inf,20M08
21,_20M08Product_22PressingHydraulicPress_01,0.0,1.50000,1.50000,0.0,+Inf,20M08
